Column 1,Project Admin,BIM/CAD Coordinator,Coordination Foreman,BIM/CAD Spooler,Project Coordinator,Shop Foreman,Shop Worker,QA/QC Worker,Shipping/Receiving,Project Admin Rationale,BIM/CAD Coordinator Rationale,Coordination Foreman Rationale,BIM/CAD Spooler Rationale,Project Coordinator Rationale,Shop Foreman Rationale,Shop Worker Rationale,QA/QC Worker Rationale,Shipping/Receiving Rationale,Description
eVolve Offset,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
eVolve stub 90,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
Scan,True,False,False,False,False,True,True,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Shop management feature needed by Shop Foreman,Shop execution feature needed by Shop Worker,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,ALL Scan
Delete Tracking Log,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to delete tracking log
Empty Container,True,False,False,False,False,True,True,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Shop management feature needed by Shop Foreman,Shop execution feature needed by Shop Worker,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,Ability to empty conatiner through scanner tab
View,True,False,False,False,False,False,False,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,Ability to view scanner tab
Shops,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Shops
Dashboard,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to see and make changes to shops dashboard
Items,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Shops Items
Add Item,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to add items to shops
Delete Item,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to delete items from shop
Station,True,False,False,False,False,True,True,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Shop management feature needed by Shop Foreman,Shop execution feature needed by Shop Worker,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,ALL Shops Station
Tasks,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Ability to set station tasks
Tool,True,False,False,False,False,True,True,True,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Shop management feature needed by Shop Foreman,Shop execution feature needed by Shop Worker,QC feature (view/scan) needed by QA/QC Worker,Feature outside logistics scope,Ability to set tools to tasks
Tracking Statuses,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,ALL Tracking Statuses
[1] Design,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
[2] Coordinated,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
